Wind Speed,general diffuse flows,diffuse flows,Month,Year,Day,DayOfWeek,Hour_sin,Hour_cos,Hour_normalized,Minute_normalized,Zone 1 normalized,Temperature normalized,Humidity normalized,Wind Speed normalized
4.916,0.073,0.104,8,2017,26,5,0.5,0.866,0.083,0.167,0.345,0.253,0.911,0.989
4.918,0.091,0.107,8,2017,26,5,0.5,0.866,0.083,0.333,0.337,0.257,0.911,0.99
4.917,0.128,0.104,8,2017,26,5,0.5,0.866,0.083,0.5,0.326,0.259,0.913,0.99
4.917,0.099,0.096,8,2017,26,5,0.5,0.866,0.083,0.667,0.324,0.257,0.913,0.99
4.918,0.077,0.119,8,2017,26,5,0.5,0.866,0.083,0.833,0.314,0.253,0.914,0.99
4.92,0.102,0.107,8,2017,26,5,0.707,0.707,0.125,0.0,0.309,0.248,0.915,0.99
4.915,0.088,0.133,8,2017,26,5,0.707,0.707,0.125,0.167,0.306,0.219,0.915,0.989
4.924,0.088,0.085,8,2017,26,5,0.707,0.707,0.125,0.333,0.31,0.213,0.92,0.991
4.92,0.08,0.137,8,2017,26,5,0.707,0.707,0.125,0.5,0.31,0.208,0.918,0.99
4.917,0.073,0.137,8,2017,26,5,0.707,0.707,0.125,0.667,0.306,0.183,0.924,0.99
4.921,0.08,0.1,8,2017,26,5,0.707,0.707,0.125,0.833,0.312,0.181,0.924,0.99
4.923,0.121,0.148,8,2017,26,5,0.866,0.5,0.167,0.0,0.308,0.179,0.925,0.991
4.918,0.077,0.133,8,2017,26,5,0.866,0.5,0.167,0.167,0.325,0.178,0.927,0.99
4.926,0.077,0.13,8,2017,26,5,0.866,0.5,0.167,0.333,0.33,0.18,0.924,0.991
4.924,0.066,0.159,8,2017,26,5,0.866,0.5,0.167,0.5,0.327,0.181,0.926,0.991
4.918,0.095,0.085,8,2017,26,5,0.866,0.5,0.167,0.667,0.32,0.182,0.924,0.99
4.917,0.091,0.144,8,2017,26,5,0.866,0.5,0.167,0.833,0.311,0.184,0.923,0.99
4.919,0.08,0.104,8,2017,26,5,0.966,0.259,0.208,0.0,0.291,0.187,0.924,0.99
4.917,0.066,0.1,8,2017,26,5,0.966,0.259,0.208,0.167,0.266,0.188,0.923,0.99
4.919,0.08,0.119,8,2017,26,5,0.966,0.259,0.208,0.333,0.228,0.183,0.92,0.99
4.918,0.073,0.119,8,2017,26,5,0.966,0.259,0.208,0.5,0.2,0.176,0.92,0.99
4.919,0.088,0.133,8,2017,26,5,0.966,0.259,0.208,0.667,0.181,0.177,0.924,0.99
4.92,0.077,0.122,8,2017,26,5,0.966,0.259,0.208,0.833,0.17,0.172,0.92,0.99
4.919,0.135,0.081,8,2017,26,5,1.0,0.0,0.25,0.0,0.172,0.17,0.92,0.99
4.919,0.084,0.126,8,2017,26,5,1.0,0.0,0.25,0.167,0.173,0.172,0.921,0.99
4.916,0.124,0.152,8,2017,26,5,1.0,0.0,0.25,0.333,0.179,0.177,0.916,0.989
4.917,0.548,0.437,8,2017,26,5,1.0,0.0,0.25,0.5,0.196,0.169,0.913,0.99
4.916,2.281,1.689,8,2017,26,5,1.0,0.0,0.25,0.667,0.196,0.167,0.91,0.989
4.917,6.309,4.859,8,2017,26,5,1.0,0.0,0.25,0.833,0.205,0.165,0.91,0.99
4.92,16.54,12.15,8,2017,26,5,0.966,-0.259,0.292,0.0,0.211,0.163,0.909,0.99
4.916,38.5,24.18,8,2017,26,5,0.966,-0.259,0.292,0.167,0.227,0.164,0.908,0.989
4.917,61.74,31.88,8,2017,26,5,0.966,-0.259,0.292,0.333,0.234,0.171,0.907,0.99
4.915,87.6,35.36,8,2017,26,5,0.966,-0.259,0.292,0.5,0.246,0.182,0.904,0.989
4.915,115.4,40.0,8,2017,26,5,0.966,-0.259,0.292,0.667,0.257,0.195,0.893,0.989
4.916,144.0,43.82,8,2017,26,5,0.966,-0.259,0.292,0.833,0.273,0.225,0.891,0.989
4.919,175.5,52.18,8,2017,26,5,0.866,-0.5,0.333,0.0,0.296,0.269,0.883,0.99
4.917,197.4,66.86,8,2017,26,5,0.866,-0.5,0.333,0.167,0.329,0.297,0.873,0.99
4.917,154.1,72.9,8,2017,26,5,0.866,-0.5,0.333,0.333,0.344,0.3,0.875,0.99
4.914,160.7,96.6,8,2017,26,5,0.866,-0.5,0.333,0.5,0.365,0.293,0.877,0.989
4.918,282.3,104.3,8,2017,26,5,0.866,-0.5,0.333,0.667,0.384,0.3,0.877,0.99
4.917,334.6,81.9,8,2017,26,5,0.866,-0.5,0.333,0.833,0.406,0.306,0.87,0.99
4.921,225.0,88.8,8,2017,26,5,0.707,-0.707,0.375,0.0,0.416,0.307,0.857,0.99
4.921,363.2,101.4,8,2017,26,5,0.707,-0.707,0.375,0.167,0.432,0.318,0.846,0.99
4.919,438.1,82.5,8,2017,26,5,0.707,-0.707,0.375,0.333,0.443,0.337,0.833,0.99
4.92,441.9,76.1,8,2017,26,5,0.707,-0.707,0.375,0.5,0.46,0.355,0.806,0.99
4.918,499.3,74.2,8,2017,26,5,0.707,-0.707,0.375,0.667,0.478,0.374,0.779,0.99
4.92,527.9,72.7,8,2017,26,5,0.707,-0.707,0.375,0.833,0.49,0.403,0.736,0.99
4.929,552.8,70.8,8,2017,26,5,0.5,-0.866,0.417,0.0,0.513,0.415,0.716,0.992
4.92,580.7,69.65,8,2017,26,5,0.5,-0.866,0.417,0.167,0.538,0.421,0.707,0.99
4.92,605.5,67.97,8,2017,26,5,0.5,-0.866,0.417,0.333,0.549,0.437,0.694,0.99
4.922,630.2,66.93,8,2017,26,5,0.5,-0.866,0.417,0.5,0.559,0.452,0.682,0.991
4.922,651.9,66.28,8,2017,26,5,0.5,-0.866,0.417,0.667,0.573,0.462,0.658,0.991
4.92,671.3,65.91,8,2017,26,5,0.5,-0.866,0.417,0.833,0.582,0.476,0.639,0.99
4.92,693.0,66.18,8,2017,26,5,0.259,-0.966,0.458,0.0,0.59,0.479,0.647,0.99
4.924,711.0,66.31,8,2017,26,5,0.259,-0.966,0.458,0.167,0.593,0.479,0.647,0.991
4.924,729.0,65.39,8,2017,26,5,0.259,-0.966,0.458,0.333,0.595,0.483,0.643,0.991
4.922,743.0,64.96,8,2017,26,5,0.259,-0.966,0.458,0.5,0.609,0.485,0.625,0.991
4.921,759.0,63.54,8,2017,26,5,0.259,-0.966,0.458,0.667,0.623,0.486,0.626,0.99
4.921,772.0,63.99,8,2017,26,5,0.259,-0.966,0.458,0.833,0.623,0.493,0.635,0.99
4.922,782.0,64.48,8,2017,26,5,0.0,-1.0,0.5,0.0,0.622,0.482,0.641,0.991
4.921,790.0,64.8,8,2017,26,5,0.0,-1.0,0.5,0.167,0.629,0.47,0.654,0.99
4.925,797.0,65.36,8,2017,26,5,0.0,-1.0,0.5,0.333,0.629,0.484,0.655,0.991
4.923,804.0,65.39,8,2017,26,5,0.0,-1.0,0.5,0.5,0.627,0.485,0.642,0.991
4.918,812.0,64.33,8,2017,26,5,0.0,-1.0,0.5,0.667,0.628,0.487,0.644,0.99
4.92,817.0,63.64,8,2017,26,5,0.0,-1.0,0.5,0.833,0.625,0.482,0.656,0.99
4.924,816.0,63.92,8,2017,26,5,-0.259,-0.966,0.542,0.0,0.623,0.485,0.666,0.991
4.922,818.0,64.64,8,2017,26,5,-0.259,-0.966,0.542,0.167,0.626,0.469,0.677,0.991
4.926,820.0,65.67,8,2017,26,5,-0.259,-0.966,0.542,0.333,0.638,0.466,0.685,0.991
4.931,816.0,68.76,8,2017,26,5,-0.259,-0.966,0.542,0.5,0.638,0.466,0.69,0.992
4.929,812.0,69.67,8,2017,26,5,-0.259,-0.966,0.542,0.667,0.637,0.466,0.691,0.992
4.934,797.0,69.81,8,2017,26,5,-0.259,-0.966,0.542,0.833,0.632,0.471,0.686,0.993
4.947,800.0,71.5,8,2017,26,5,-0.5,-0.866,0.583,0.0,0.624,0.472,0.676,0.996
4.961,789.0,72.3,8,2017,26,5,-0.5,-0.866,0.583,0.167,0.623,0.466,0.667,0.999
4.956,779.0,74.0,8,2017,26,5,-0.5,-0.866,0.583,0.333,0.62,0.476,0.647,0.998
4.942,760.0,78.0,8,2017,26,5,-0.5,-0.866,0.583,0.5,0.611,0.473,0.666,0.995
4.934,760.0,73.2,8,2017,26,5,-0.5,-0.866,0.583,0.667,0.611,0.472,0.689,0.993
4.927,743.0,69.16,8,2017,26,5,-0.5,-0.866,0.583,0.833,0.602,0.463,0.69,0.992
4.942,726.0,66.67,8,2017,26,5,-0.707,-0.707,0.625,0.0,0.596,0.463,0.688,0.995
4.968,706.0,65.24,8,2017,26,5,-0.707,-0.707,0.625,0.167,0.585,0.466,0.696,1.0
4.961,687.6,64.22,8,2017,26,5,-0.707,-0.707,0.625,0.333,0.579,0.473,0.696,0.999
4.939,668.6,65.39,8,2017,26,5,-0.707,-0.707,0.625,0.5,0.582,0.481,0.687,0.994
4.932,649.2,65.8,8,2017,26,5,-0.707,-0.707,0.625,0.667,0.575,0.462,0.706,0.993
4.938,626.3,68.56,8,2017,26,5,-0.707,-0.707,0.625,0.833,0.574,0.452,0.732,0.994
4.936,602.2,72.9,8,2017,26,5,-0.866,-0.5,0.667,0.0,0.566,0.453,0.714,0.993
4.94,579.0,72.2,8,2017,26,5,-0.866,-0.5,0.667,0.167,0.556,0.458,0.722,0.994
4.933,555.8,74.4,8,2017,26,5,-0.866,-0.5,0.667,0.333,0.552,0.444,0.727,0.993
4.919,527.6,70.9,8,2017,26,5,-0.866,-0.5,0.667,0.5,0.548,0.446,0.727,0.99
4.925,502.9,68.07,8,2017,26,5,-0.866,-0.5,0.667,0.667,0.551,0.438,0.726,0.991
4.951,470.9,65.48,8,2017,26,5,-0.866,-0.5,0.667,0.833,0.547,0.44,0.729,0.997
4.925,444.8,63.76,8,2017,26,5,-0.966,-0.259,0.708,0.0,0.545,0.445,0.723,0.991
4.924,419.1,64.43,8,2017,26,5,-0.966,-0.259,0.708,0.167,0.544,0.445,0.718,0.991
4.921,388.8,63.9,8,2017,26,5,-0.966,-0.259,0.708,0.333,0.547,0.443,0.727,0.99
4.922,359.7,64.94,8,2017,26,5,-0.966,-0.259,0.708,0.5,0.549,0.434,0.744,0.991
4.924,323.6,81.4,8,2017,26,5,-0.966,-0.259,0.708,0.667,0.532,0.423,0.758,0.991
4.929,217.2,133.1,8,2017,26,5,-0.966,-0.259,0.708,0.833,0.547,0.411,0.774,0.992
4.931,260.7,251.6,8,2017,26,5,-1.0,-0.0,0.75,0.0,0.548,0.405,0.78,0.992
4.921,229.7,239.6,8,2017,26,5,-1.0,-0.0,0.75,0.167,0.558,0.399,0.786,0.99
4.919,197.3,207.2,8,2017,26,5,-1.0,-0.0,0.75,0.333,0.58,0.399,0.781,0.99
4.919,167.3,176.1,8,2017,26,5,-1.0,-0.0,0.75,0.5,0.607,0.405,0.779,0.99
4.945,135.5,142.5,8,2017,26,5,-1.0,-0.0,0.75,0.667,0.641,0.396,0.782,0.995
4.925,108.8,114.1,8,2017,26,5,-1.0,-0.0,0.75,0.833,0.696,0.395,0.785,0.991
4.921,82.4,85.5,8,2017,26,5,-0.966,0.259,0.792,0.0,0.793,0.384,0.792,0.99
4.933,61.44,63.01,8,2017,26,5,-0.966,0.259,0.792,0.167,0.86,0.384,0.798,0.993
4.931,27.07,25.52,8,2017,26,5,-0.966,0.259,0.792,0.333,0.889,0.379,0.811,0.992
4.93,7.65,6.326,8,2017,26,5,-0.966,0.259,0.792,0.5,0.903,0.368,0.816,0.992
4.923,6.411,5.378,8,2017,26,5,-0.966,0.259,0.792,0.667,0.91,0.36,0.823,0.991
4.922,4.266,3.589,8,2017,26,5,-0.966,0.259,0.792,0.833,0.911,0.352,0.834,0.991
4.922,1.283,1.019,8,2017,26,5,-0.866,0.5,0.833,0.0,0.914,0.345,0.84,0.991
4.922,0.278,0.27,8,2017,26,5,-0.866,0.5,0.833,0.167,0.907,0.338,0.845,0.991
4.923,0.106,0.089,8,2017,26,5,-0.866,0.5,0.833,0.333,0.904,0.334,0.845,0.991
4.922,0.069,0.122,8,2017,26,5,-0.866,0.5,0.833,0.5,0.898,0.33,0.844,0.991
4.924,0.095,0.089,8,2017,26,5,-0.866,0.5,0.833,0.667,0.888,0.33,0.84,0.991
4.925,0.073,0.141,8,2017,26,5,-0.866,0.5,0.833,0.833,0.893,0.33,0.839,0.991
4.921,0.066,0.093,8,2017,26,5,-0.707,0.707,0.875,0.0,0.891,0.328,0.849,0.99
4.922,0.121,0.07,8,2017,26,5,-0.707,0.707,0.875,0.167,0.881,0.325,0.86,0.991
4.925,0.08,0.122,8,2017,26,5,-0.707,0.707,0.875,0.333,0.87,0.322,0.866,0.991
4.918,0.066,0.081,8,2017,26,5,-0.707,0.707,0.875,0.5,0.862,0.318,0.873,0.99
4.922,0.102,0.107,8,2017,26,5,-0.707,0.707,0.875,0.667,0.852,0.316,0.88,0.991
4.923,0.073,0.13,8,2017,26,5,-0.707,0.707,0.875,0.833,0.843,0.311,0.886,0.991
4.917,0.058,0.126,8,2017,26,5,-0.5,0.866,0.917,0.0,0.829,0.305,0.893,0.99
4.921,0.08,0.115,8,2017,26,5,-0.5,0.866,0.917,0.167,0.81,0.301,0.897,0.99
4.925,0.11,0.126,8,2017,26,5,-0.5,0.866,0.917,0.333,0.8,0.295,0.907,0.991
4.922,0.11,0.126,8,2017,26,5,-0.5,0.866,0.917,0.5,0.777,0.296,0.91,0.991
4.922,0.102,0.111,8,2017,26,5,-0.5,0.866,0.917,0.667,0.749,0.293,0.914,0.991
4.924,0.088,0.13,8,2017,26,5,-0.5,0.866,0.917,0.833,0.732,0.293,0.914,0.991
4.916,0.08,0.122,8,2017,26,5,-0.259,0.966,0.958,0.0,0.697,0.295,0.914,0.989
4.92,0.037,0.137,8,2017,26,5,-0.259,0.966,0.958,0.167,0.676,0.272,0.913,0.99
4.924,0.095,0.093,8,2017,26,5,-0.259,0.966,0.958,0.333,0.65,0.26,0.914,0.991
4.922,0.073,0.119,8,2017,26,5,-0.259,0.966,0.958,0.5,0.628,0.255,0.913,0.991
4.924,0.088,0.111,8,2017,26,5,-0.259,0.966,0.958,0.667,0.601,0.251,0.915,0.991
4.923,0.091,0.13,8,2017,26,5,-0.259,0.966,0.958,0.833,0.577,0.255,0.918,0.991
4.917,0.077,0.126,8,2017,27,6,0.0,1.0,0.0,0.0,0.549,0.249,0.919,0.99
4.923,0.091,0.107,8,2017,27,6,0.0,1.0,0.0,0.167,0.528,0.252,0.924,0.991
4.924,0.095,0.126,8,2017,27,6,0.0,1.0,0.0,0.333,0.507,0.262,0.927,0.991
4.919,0.073,0.133,8,2017,27,6,0.0,1.0,0.0,0.5,0.481,0.273,0.924,0.99
4.92,0.069,0.115,8,2017,27,6,0.0,1.0,0.0,0.667,0.449,0.263,0.927,0.99
4.917,0.066,0.17,8,2017,27,6,0.0,1.0,0.0,0.833,0.427,0.266,0.929,0.99
4.919,0.091,0.119,8,2017,27,6,0.259,0.966,0.042,0.0,0.431,0.248,0.93,0.99
4.924,0.106,0.1,8,2017,27,6,0.259,0.966,0.042,0.167,0.417,0.243,0.929,0.991
4.92,0.069,0.115,8,2017,27,6,0.259,0.966,0.042,0.333,0.406,0.246,0.935,0.99
4.918,0.099,0.137,8,2017,27,6,0.259,0.966,0.042,0.5,0.389,0.251,0.934,0.99
4.92,0.106,0.119,8,2017,27,6,0.259,0.966,0.042,0.667,0.379,0.251,0.939,0.99
4.921,0.095,0.122,8,2017,27,6,0.259,0.966,0.042,0.833,0.354,0.25,0.94,0.99
4.916,0.084,0.119,8,2017,27,6,0.5,0.866,0.083,0.0,0.345,0.232,0.942,0.989
4.917,0.073,0.144,8,2017,27,6,0.5,0.866,0.083,0.167,0.333,0.23,0.942,0.99
4.918,0.095,0.107,8,2017,27,6,0.5,0.866,0.083,0.333,0.322,0.23,0.943,0.99
4.922,0.08,0.148,8,2017,27,6,0.5,0.866,0.083,0.5,0.325,0.228,0.945,0.991
4.916,0.048,0.163,8,2017,27,6,0.5,0.866,0.083,0.667,0.317,0.227,0.951,0.989
4.916,0.073,0.133,8,2017,27,6,0.5,0.866,0.083,0.833,0.315,0.238,0.948,0.989
4.918,0.084,0.115,8,2017,27,6,0.707,0.707,0.125,0.0,0.316,0.229,0.947,0.99
4.919,0.099,0.111,8,2017,27,6,0.707,0.707,0.125,0.167,0.315,0.216,0.952,0.99
4.922,0.088,0.133,8,2017,27,6,0.707,0.707,0.125,0.333,0.321,0.2,0.948,0.991
4.918,0.113,0.093,8,2017,27,6,0.707,0.707,0.125,0.5,0.32,0.209,0.958,0.99
4.922,0.102,0.141,8,2017,27,6,0.707,0.707,0.125,0.667,0.317,0.228,0.956,0.991
4.918,0.099,0.163,8,2017,27,6,0.707,0.707,0.125,0.833,0.32,0.223,0.962,0.99
4.917,0.08,0.122,8,2017,27,6,0.866,0.5,0.167,0.0,0.32,0.23,0.963,0.99
4.918,0.08,0.104,8,2017,27,6,0.866,0.5,0.167,0.167,0.331,0.236,0.961,0.99
4.916,0.066,0.17,8,2017,27,6,0.866,0.5,0.167,0.333,0.336,0.236,0.961,0.989
4.919,0.102,0.13,8,2017,27,6,0.866,0.5,0.167,0.5,0.329,0.217,0.962,0.99
4.922,0.08,0.126,8,2017,27,6,0.866,0.5,0.167,0.667,0.314,0.199,0.962,0.991
4.916,0.099,0.163,8,2017,27,6,0.866,0.5,0.167,0.833,0.314,0.2,0.961,0.989
4.917,0.066,0.148,8,2017,27,6,0.966,0.259,0.208,0.0,0.297,0.196,0.956,0.99
4.92,0.113,0.089,8,2017,27,6,0.966,0.259,0.208,0.167,0.26,0.199,0.953,0.99
4.919,0.106,0.1,8,2017,27,6,0.966,0.259,0.208,0.333,0.222,0.204,0.95,0.99
4.918,0.099,0.089,8,2017,27,6,0.966,0.259,0.208,0.5,0.198,0.212,0.947,0.99
4.918,0.073,0.133,8,2017,27,6,0.966,0.259,0.208,0.667,0.179,0.22,0.939,0.99
4.918,0.099,0.148,8,2017,27,6,0.966,0.259,0.208,0.833,0.162,0.238,0.94,0.99
4.92,0.135,0.111,8,2017,27,6,1.0,0.0,0.25,0.0,0.163,0.244,0.941,0.99
4.917,0.102,0.115,8,2017,27,6,1.0,0.0,0.25,0.167,0.168,0.23,0.932,0.99
4.916,0.102,0.122,8,2017,27,6,1.0,0.0,0.25,0.333,0.164,0.23,0.934,0.989
4.916,0.212,0.281,8,2017,27,6,1.0,0.0,0.25,0.5,0.165,0.269,0.94,0.989
4.918,1.02,0.704,8,2017,27,6,1.0,0.0,0.25,0.667,0.172,0.272,0.934,0.99
4.92,2.906,2.122,8,2017,27,6,1.0,0.0,0.25,0.833,0.177,0.266,0.936,0.99
4.917,8.37,6.426,8,2017,27,6,0.966,-0.259,0.292,0.0,0.181,0.264,0.939,0.99
4.916,12.88,9.63,8,2017,27,6,0.966,-0.259,0.292,0.167,0.191,0.265,0.94,0.989
4.916,15.05,11.11,8,2017,27,6,0.966,-0.259,0.292,0.333,0.194,0.265,0.943,0.989
4.915,18.88,14.63,8,2017,27,6,0.966,-0.259,0.292,0.5,0.202,0.262,0.945,0.989
4.918,22.32,16.93,8,2017,27,6,0.966,-0.259,0.292,0.667,0.207,0.259,0.948,0.99
4.921,33.45,25.13,8,2017,27,6,0.966,-0.259,0.292,0.833,0.217,0.257,0.947,0.99
4.919,39.2,29.79,8,2017,27,6,0.866,-0.5,0.333,0.0,0.237,0.252,0.947,0.99
4.916,47.96,35.79,8,2017,27,6,0.866,-0.5,0.333,0.167,0.26,0.247,0.947,0.989
4.917,65.32,49.27,8,2017,27,6,0.866,-0.5,0.333,0.333,0.272,0.243,0.942,0.99
4.92,74.3,56.72,8,2017,27,6,0.866,-0.5,0.333,0.5,0.297,0.257,0.937,0.99
4.919,92.9,70.5,8,2017,27,6,0.866,-0.5,0.333,0.667,0.318,0.268,0.932,0.99
4.919,122.0,91.9,8,2017,27,6,0.866,-0.5,0.333,0.833,0.341,0.28,0.923,0.99
4.919,183.1,133.9,8,2017,27,6,0.707,-0.707,0.375,0.0,0.359,0.299,0.903,0.99
4.919,202.8,141.8,8,2017,27,6,0.707,-0.707,0.375,0.167,0.376,0.306,0.889,0.99
4.926,284.6,153.2,8,2017,27,6,0.707,-0.707,0.375,0.333,0.39,0.32,0.86,0.991
4.921,449.3,174.2,8,2017,27,6,0.707,-0.707,0.375,0.5,0.41,0.342,0.841,0.99
4.919,483.5,157.9,8,2017,27,6,0.707,-0.707,0.375,0.667,0.423,0.362,0.817,0.99
4.923,429.7,162.5,8,2017,27,6,0.707,-0.707,0.375,0.833,0.432,0.382,0.789,0.991
4.919,522.1,150.4,8,2017,27,6,0.5,-0.866,0.417,0.0,0.447,0.391,0.773,0.99
4.923,531.1,129.2,8,2017,27,6,0.5,-0.866,0.417,0.167,0.462,0.408,0.757,0.991
4.919,588.5,119.1,8,2017,27,6,0.5,-0.866,0.417,0.333,0.473,0.418,0.734,0.99
4.92,606.7,117.5,8,2017,27,6,0.5,-0.866,0.417,0.5,0.483,0.42,0.733,0.99
4.922,636.6,125.4,8,2017,27,6,0.5,-0.866,0.417,0.667,0.493,0.423,0.731,0.991
4.924,656.5,122.4,8,2017,27,6,0.5,-0.866,0.417,0.833,0.505,0.436,0.723,0.991
4.922,666.1,122.3,8,2017,27,6,0.259,-0.966,0.458,0.0,0.507,0.443,0.702,0.991
4.927,685.5,125.4,8,2017,27,6,0.259,-0.966,0.458,0.167,0.524,0.459,0.69,0.992
4.921,697.8,130.6,8,2017,27,6,0.259,-0.966,0.458,0.333,0.526,0.461,0.667,0.99
4.922,714.0,135.6,8,2017,27,6,0.259,-0.966,0.458,0.5,0.535,0.468,0.662,0.991
4.926,723.0,140.7,8,2017,27,6,0.259,-0.966,0.458,0.667,0.544,0.478,0.645,0.991
4.922,737.0,145.3,8,2017,27,6,0.259,-0.966,0.458,0.833,0.541,0.477,0.638,0.991
4.922,750.0,148.2,8,2017,27,6,0.0,-1.0,0.5,0.0,0.547,0.478,0.64,0.991
4.926,725.0,142.6,8,2017,27,6,0.0,-1.0,0.5,0.167,0.548,0.479,0.64,0.991
4.925,759.0,147.6,8,2017,27,6,0.0,-1.0,0.5,0.333,0.555,0.476,0.649,0.991
4.926,770.0,153.2,8,2017,27,6,0.0,-1.0,0.5,0.5,0.558,0.483,0.637,0.991
4.922,772.0,155.2,8,2017,27,6,0.0,-1.0,0.5,0.667,0.558,0.477,0.656,0.991
4.919,771.0,154.0,8,2017,27,6,0.0,-1.0,0.5,0.833,0.556,0.472,0.666,0.99
4.922,780.0,154.7,8,2017,27,6,-0.259,-0.966,0.542,0.0,0.572,0.472,0.663,0.991
4.919,776.0,157.2,8,2017,27,6,-0.259,-0.966,0.542,0.167,0.579,0.49,0.663,0.99
4.921,779.0,157.5,8,2017,27,6,-0.259,-0.966,0.542,0.333,0.574,0.487,0.661,0.99
4.922,779.0,157.7,8,2017,27,6,-0.259,-0.966,0.542,0.5,0.583,0.489,0.663,0.991
4.92,773.0,155.4,8,2017,27,6,-0.259,-0.966,0.542,0.667,0.583,0.494,0.646,0.99
4.925,770.0,153.6,8,2017,27,6,-0.259,-0.966,0.542,0.833,0.572,0.491,0.631,0.991
4.922,756.0,154.5,8,2017,27,6,-0.5,-0.866,0.583,0.0,0.558,0.494,0.633,0.991
4.925,748.0,156.7,8,2017,27,6,-0.5,-0.866,0.583,0.167,0.565,0.497,0.631,0.991
4.92,738.0,160.3,8,2017,27,6,-0.5,-0.866,0.583,0.333,0.564,0.507,0.642,0.99
4.925,724.0,164.9,8,2017,27,6,-0.5,-0.866,0.583,0.5,0.554,0.506,0.638,0.991
4.92,701.0,169.5,8,2017,27,6,-0.5,-0.866,0.583,0.667,0.549,0.497,0.636,0.99
4.924,670.9,172.2,8,2017,27,6,-0.5,-0.866,0.583,0.833,0.549,0.494,0.637,0.991
4.927,648.5,178.6,8,2017,27,6,-0.707,-0.707,0.625,0.0,0.547,0.488,0.644,0.992
4.926,736.0,203.4,8,2017,27,6,-0.707,-0.707,0.625,0.167,0.542,0.486,0.656,0.991
4.923,691.0,193.6,8,2017,27,6,-0.707,-0.707,0.625,0.333,0.543,0.492,0.672,0.991
4.944,636.2,180.0,8,2017,27,6,-0.707,-0.707,0.625,0.5,0.535,0.486,0.683,0.995
4.931,623.4,174.7,8,2017,27,6,-0.707,-0.707,0.625,0.667,0.531,0.487,0.687,0.992
4.932,591.3,167.8,8,2017,27,6,-0.707,-0.707,0.625,0.833,0.534,0.489,0.687,0.993
4.947,562.0,165.8,8,2017,27,6,-0.866,-0.5,0.667,0.0,0.521,0.493,0.689,0.996
4.943,538.7,164.7,8,2017,27,6,-0.866,-0.5,0.667,0.167,0.524,0.486,0.701,0.995
4.925,519.3,158.2,8,2017,27,6,-0.866,-0.5,0.667,0.333,0.515,0.474,0.712,0.991
4.933,491.1,153.7,8,2017,27,6,-0.866,-0.5,0.667,0.5,0.513,0.474,0.704,0.993
4.919,467.3,150.8,8,2017,27,6,-0.866,-0.5,0.667,0.667,0.509,0.482,0.716,0.99
4.921,439.5,146.9,8,2017,27,6,-0.866,-0.5,0.667,0.833,0.51,0.474,0.726,0.99
4.923,411.3,144.2,8,2017,27,6,-0.966,-0.259,0.708,0.0,0.497,0.472,0.731,0.991
4.916,381.2,143.3,8,2017,27,6,-0.966,-0.259,0.708,0.167,0.506,0.469,0.755,0.989
4.929,360.4,139.1,8,2017,27,6,-0.966,-0.259,0.708,0.333,0.508,0.453,0.763,0.992
4.918,325.7,134.8,8,2017,27,6,-0.966,-0.259,0.708,0.5,0.495,0.446,0.771,0.99
4.932,292.8,137.4,8,2017,27,6,-0.966,-0.259,0.708,0.667,0.495,0.439,0.79,0.993
4.924,232.7,159.0,8,2017,27,6,-0.966,-0.259,0.708,0.833,0.501,0.425,0.814,0.991
4.929,232.4,189.2,8,2017,27,6,-1.0,-0.0,0.75,0.0,0.506,0.408,0.838,0.992
4.923,206.8,182.2,8,2017,27,6,-1.0,-0.0,0.75,0.167,0.511,0.408,0.846,0.991
4.927,177.1,160.8,8,2017,27,6,-1.0,-0.0,0.75,0.333,0.539,0.403,0.844,0.992
4.922,153.0,140.3,8,2017,27,6,-1.0,-0.0,0.75,0.5,0.582,0.404,0.838,0.991
4.925,136.3,124.7,8,2017,27,6,-1.0,-0.0,0.75,0.667,0.608,0.408,0.83,0.991
4.924,115.3,104.0,8,2017,27,6,-1.0,-0.0,0.75,0.833,0.66,0.405,0.82,0.991
4.922,92.3,81.3,8,2017,27,6,-0.966,0.259,0.792,0.0,0.755,0.404,0.822,0.991
4.923,61.92,53.65,8,2017,27,6,-0.966,0.259,0.792,0.167,0.83,0.399,0.83,0.991
4.919,40.48,34.7,8,2017,27,6,-0.966,0.259,0.792,0.333,0.85,0.394,0.822,0.99
4.923,22.16,18.16,8,2017,27,6,-0.966,0.259,0.792,0.5,0.867,0.402,0.806,0.991
4.925,10.18,8.22,8,2017,27,6,-0.966,0.259,0.792,0.667,0.878,0.402,0.797,0.991
4.923,3.611,2.83,8,2017,27,6,-0.966,0.259,0.792,0.833,0.89,0.404,0.807,0.991
4.92,1.162,0.893,8,2017,27,6,-0.866,0.5,0.833,0.0,0.883,0.4,0.812,0.99
4.921,0.227,0.193,8,2017,27,6,-0.866,0.5,0.833,0.167,0.882,0.399,0.812,0.99
4.92,0.102,0.111,8,2017,27,6,-0.866,0.5,0.833,0.333,0.885,0.404,0.823,0.99
4.921,0.069,0.137,8,2017,27,6,-0.866,0.5,0.833,0.5,0.885,0.395,0.839,0.99
4.924,0.088,0.111,8,2017,27,6,-0.866,0.5,0.833,0.667,0.886,0.389,0.85,0.991
4.926,0.066,0.119,8,2017,27,6,-0.866,0.5,0.833,0.833,0.889,0.382,0.85,0.991
